Scenario,Metric,Value,StartTime,EndTime,Duration
defense_vs_attack,PacketDeliveryRatio,100.136612,221.000000,240.000000,19.000000
defense_vs_attack,PacketLossRatio,586744165.983607,221.000000,240.000000,19.000000
defense_vs_attack,EndToEndDelay,0.000270,221.000000,240.000000,19.000000
defense_vs_attack,Jitter,0.000096,221.000000,240.000000,19.000000
defense_vs_attack,Throughput,0.045732,221.000000,240.000000,19.000000
defense_vs_attack,AverageHopCount,0.068213,221.000000,240.000000,19.000000
defense_vs_attack,TotalEnergyConsumed,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,EnergyEfficiency,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,NormalizedRoutingLoad,3.285130,221.000000,240.000000,19.000000
defense_vs_attack,RoutingOverhead,3.285130,221.000000,240.000000,19.000000
defense_vs_attack,MACLayerOverhead,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,AverageTCPacketRows,2.160000,221.000000,240.000000,19.000000
defense_vs_attack,HELLOPacketsPerSec,26.315789,221.000000,240.000000,19.000000
defense_vs_attack,TCPacketsPerSec,81.631579,221.000000,240.000000,19.000000
defense_vs_attack,MIDPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,HNAPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,MACDataPacketsPerSec,38.526316,221.000000,240.000000,19.000000
defense_vs_attack,MACControlPacketsPerSec,0.000000,221.000000,240.000000,19.000000
