Scenario,Metric,Value,StartTime,EndTime,Duration
defense_vs_attack,PacketDeliveryRatio,100.117647,221.000000,240.000000,19.000000
defense_vs_attack,PacketLossRatio,505290270.000000,221.000000,240.000000,19.000000
defense_vs_attack,EndToEndDelay,0.000327,221.000000,240.000000,19.000000
defense_vs_attack,Jitter,0.000162,221.000000,240.000000,19.000000
defense_vs_attack,Throughput,0.067198,221.000000,240.000000,19.000000
defense_vs_attack,AverageHopCount,0.058754,221.000000,240.000000,19.000000
defense_vs_attack,TotalEnergyConsumed,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,EnergyEfficiency,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,NormalizedRoutingLoad,2.836663,221.000000,240.000000,19.000000
defense_vs_attack,RoutingOverhead,2.836663,221.000000,240.000000,19.000000
defense_vs_attack,MACLayerOverhead,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,AverageTCPacketRows,2.840000,221.000000,240.000000,19.000000
defense_vs_attack,HELLOPacketsPerSec,26.315789,221.000000,240.000000,19.000000
defense_vs_attack,TCPacketsPerSec,156.473684,221.000000,240.000000,19.000000
defense_vs_attack,MIDPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,HNAPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,MACDataPacketsPerSec,44.736842,221.000000,240.000000,19.000000
defense_vs_attack,MACControlPacketsPerSec,0.000000,221.000000,240.000000,19.000000
