Scenario,Metric,Value,StartTime,EndTime,Duration
defense_vs_attack,PacketDeliveryRatio,99.857955,221.000000,240.000000,19.000000
defense_vs_attack,PacketLossRatio,0.142045,221.000000,240.000000,19.000000
defense_vs_attack,EndToEndDelay,0.000278,221.000000,240.000000,19.000000
defense_vs_attack,Jitter,0.000095,221.000000,240.000000,19.000000
defense_vs_attack,Throughput,0.045571,221.000000,240.000000,19.000000
defense_vs_attack,AverageHopCount,0.071124,221.000000,240.000000,19.000000
defense_vs_attack,TotalEnergyConsumed,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,EnergyEfficiency,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,NormalizedRoutingLoad,3.381223,221.000000,240.000000,19.000000
defense_vs_attack,RoutingOverhead,3.381223,221.000000,240.000000,19.000000
defense_vs_attack,MACLayerOverhead,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,AverageTCPacketRows,2.200000,221.000000,240.000000,19.000000
defense_vs_attack,HELLOPacketsPerSec,26.315789,221.000000,240.000000,19.000000
defense_vs_attack,TCPacketsPerSec,72.052632,221.000000,240.000000,19.000000
defense_vs_attack,MIDPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,HNAPacketsPerSec,0.000000,221.000000,240.000000,19.000000
defense_vs_attack,MACDataPacketsPerSec,37.052632,221.000000,240.000000,19.000000
defense_vs_attack,MACControlPacketsPerSec,0.000000,221.000000,240.000000,19.000000
