Scenario,Metric,Value,StartTime,EndTime,Duration
defense,PacketDeliveryRatio,99.874844,141.000000,160.000000,19.000000
defense,PacketLossRatio,0.125156,141.000000,160.000000,19.000000
defense,EndToEndDelay,0.000276,141.000000,160.000000,19.000000
defense,Jitter,0.000112,141.000000,160.000000,19.000000
defense,Throughput,0.050443,141.000000,160.000000,19.000000
defense,AverageHopCount,0.062657,141.000000,160.000000,19.000000
defense,TotalEnergyConsumed,0.000000,141.000000,160.000000,19.000000
defense,EnergyEfficiency,0.000000,141.000000,160.000000,19.000000
defense,NormalizedRoutingLoad,3.070175,141.000000,160.000000,19.000000
defense,RoutingOverhead,3.070175,141.000000,160.000000,19.000000
defense,MACLayerOverhead,0.000000,141.000000,160.000000,19.000000
defense,AverageTCPacketRows,2.300000,141.000000,160.000000,19.000000
defense,HELLOPacketsPerSec,26.315789,141.000000,160.000000,19.000000
defense,TCPacketsPerSec,101.947368,141.000000,160.000000,19.000000
defense,MIDPacketsPerSec,0.000000,141.000000,160.000000,19.000000
defense,HNAPacketsPerSec,0.000000,141.000000,160.000000,19.000000
defense,MACDataPacketsPerSec,42.052632,141.000000,160.000000,19.000000
defense,MACControlPacketsPerSec,0.000000,141.000000,160.000000,19.000000
